conference,year,teamId,team,conferenceGames_games,conferenceGames_wins,conferenceGames_losses,conferenceGames_ties,homeGames_games,homeGames_wins,homeGames_losses,homeGames_ties,awayGames_games,awayGames_wins,awayGames_losses,awayGames_ties,total_games,total_wins,total_losses,total_ties
South Atlantic,2019,2842,UVA Wise,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
MVFC,2019,2623,Missouri State,8,1,7,0,5,0,5,0,6,1,5,0,11,1,10,0
CCIW,2019,3071,North Central College,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SWAC,2019,2755,Grambling,9,6,3,0,3,3,0,0,7,3,4,0,11,6,5,0
Southern,2019,2717,Western Carolina,8,2,6,0,6,2,4,0,6,1,5,0,12,3,9,0
SWAC,2019,2296,Jackson State,8,3,5,0,7,2,5,0,4,2,2,0,12,4,8,0
ACC,2019,183,Syracuse,8,2,6,0,6,3,3,0,6,2,4,0,12,5,7,0
SWAC,2019,2582,Southern,8,6,2,0,4,4,0,0,8,3,5,0,13,8,5,0
NEC,2019,2341,Long Island University,7,0,7,0,3,0,3,0,7,0,7,0,10,0,10,0
FBS Independents,2019,87,Notre Dame,0,0,0,0,7,7,0,0,5,3,2,0,13,11,2,0
USA South,2019,286,North Carolina Wesleyan,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Big 12,2019,2628,TCU,9,3,6,0,6,3,3,0,6,2,4,0,12,5,7,0
American Athletic,2019,2567,SMU,8,6,2,0,6,6,0,0,7,4,3,0,13,10,3,0
SWAC,2019,2010,Alabama A&M,8,4,4,0,6,5,1,0,6,2,4,0,12,7,5,0
Ivy,2019,219,Pennsylvania,7,3,4,0,5,3,2,0,5,2,3,0,10,5,5,0
Big Ten,2019,2294,Iowa,9,6,3,0,7,6,1,0,5,3,2,0,13,10,3,0
Pac-12,2019,12,Arizona,9,2,7,0,6,3,3,0,6,1,5,0,12,4,8,0
Patriot,2019,2230,Fordham,6,2,4,0,4,1,3,0,7,2,5,0,12,4,8,0
ACC,2019,259,Virginia Tech,8,5,3,0,7,6,1,0,5,2,3,0,13,8,5,0
NEC,2019,2529,Sacred Heart,7,4,3,0,5,3,2,0,7,4,3,0,12,7,5,0
Mid-American,2019,2006,Akron,8,0,8,0,6,0,6,0,6,0,6,0,12,0,12,0
Sun Belt,2019,290,Georgia Southern,8,5,3,0,6,5,1,0,6,2,4,0,13,7,6,0
CAA,2019,48,Delaware,8,3,5,0,7,4,3,0,5,1,4,0,12,5,7,0
Big Ten,2019,158,Nebraska,9,3,6,0,7,3,4,0,5,2,3,0,12,5,7,0
Rocky Mountain,2019,2714,Western Colorado,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Conference USA,2019,242,Rice,8,3,5,0,6,1,5,0,5,2,3,0,12,3,9,0
SEC,2019,2,Auburn,8,5,3,0,7,6,1,0,4,2,2,0,13,9,4,0
Big Ten,2019,356,Illinois,9,4,5,0,7,3,4,0,5,3,2,0,13,6,7,0
Southern,2019,2678,VMI,8,4,4,0,6,3,3,0,6,2,4,0,12,5,7,0
NEC,2019,2681,Wagner,7,1,6,0,6,1,5,0,6,0,6,0,12,1,11,0
American Southwest,2019,2347,Louisiana College,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
SEC,2019,99,LSU,9,9,0,0,7,7,0,0,5,5,0,0,15,15,0,0
Big South,2019,2506,Presbyterian,7,1,6,0,6,1,5,0,5,0,5,0,11,1,10,0
Patriot,2019,2142,Colgate,6,3,3,0,5,1,4,0,7,3,4,0,12,4,8,0
Patriot,2019,107,Holy Cross,6,5,1,0,5,3,2,0,8,4,4,0,13,7,6,0
CAA,2019,160,New Hampshire,8,5,3,0,5,5,0,0,6,1,5,0,11,6,5,0
NEC,2019,2184,Duquesne,7,4,3,0,5,4,1,0,6,2,4,0,11,6,5,0
Conference USA,2019,2572,Southern Miss,8,5,3,0,5,4,1,0,7,3,4,0,13,7,6,0
SEC,2019,57,Florida,8,6,2,0,6,6,0,0,4,3,1,0,13,11,2,0
NEWMAC,2019,2108,Catholic,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Mountain West,2019,23,San José State,8,2,6,0,6,3,3,0,6,2,4,0,12,5,7,0
Southern,2019,231,Furman,8,6,2,0,6,5,1,0,7,3,4,0,13,8,5,0
Mid-American,2019,189,Bowling Green,8,2,6,0,6,3,3,0,6,0,6,0,12,3,9,0
Big Sky,2019,304,Idaho State,7,1,6,0,5,3,2,0,7,0,7,0,12,3,9,0
Pac-12,2019,26,UCLA,9,4,5,0,6,2,4,0,6,2,4,0,12,4,8,0
Big Sky,2019,149,Montana,9,6,3,0,7,7,0,0,7,3,4,0,14,10,4,0
Pac-12,2019,30,USC,9,7,2,0,6,5,1,0,6,3,3,0,13,8,5,0
MEAC,2019,2415,Morgan State,8,2,6,0,5,3,2,0,7,0,7,0,12,3,9,0
Pac-12,2019,24,Stanford,9,3,6,0,7,3,4,0,5,1,4,0,12,4,8,0
Southland,2019,2617,Stephen F. Austin,9,3,6,0,5,1,4,0,7,2,5,0,12,3,9,0
Big 12,2019,201,Oklahoma,10,9,1,0,6,6,0,0,5,4,1,0,14,12,2,0
Mid-American,2019,195,Ohio,8,5,3,0,6,2,4,0,6,4,2,0,13,7,6,0
USA South,2020,2896,Southern Virginia,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,0
SEC,2020,61,Georgia,9,7,2,0,3,3,0,0,5,4,1,0,10,8,2,0
MEAC,2020,2569,South Carolina State,2,2,0,0,2,1,1,0,2,2,0,0,4,3,1,0
Big Ten,2020,130,Michigan,6,2,4,0,3,0,3,0,3,2,1,0,6,2,4,0
Great Midwest Athletic,2020,2273,Hillsdale,4,2,2,0,2,0,2,0,2,2,0,0,4,2,2,0
Big Ten,2020,158,Nebraska,8,3,5,0,3,1,2,0,5,2,3,0,8,3,5,0
South Atlantic,2020,2331,Lenoir-Rhyne,3,2,1,0,2,1,1,0,2,2,0,0,4,3,1,0
Heartland,2020,2362,Manchester,5,0,5,0,3,0,3,0,2,0,2,0,5,0,5,0
Old Dominion,2020,2079,Bridgewater (VA),4,2,2,0,2,1,1,0,2,1,1,0,4,2,2,0
American Athletic,2020,2655,Tulane,8,3,5,0,5,3,2,0,6,3,3,0,12,6,6,0
American Athletic,2020,58,South Florida,7,0,7,0,4,1,3,0,5,0,5,0,9,1,8,0
Big 12,2020,201,Oklahoma,9,7,2,0,5,4,1,0,3,2,1,0,11,9,2,0
NACC,2020,2283,Benedictine University,3,2,1,0,2,1,1,0,1,1,0,0,3,2,1,0
Great Lakes,2020,2825,Quincy,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0
NACC,2020,6353,Lakeland,3,3,0,0,1,1,0,0,2,2,0,0,3,3,0,0
Pioneer,2020,2413,Morehead State,6,4,2,0,3,3,0,0,4,1,3,0,7,4,3,0
ACC,2020,97,Louisville,10,3,7,0,6,4,2,0,5,0,5,0,11,4,7,0
Big Sky,2020,149,Montana,1,1,0,0,2,2,0,0,0,0,0,0,2,2,0,0
Presidents',2020,2614,Saint Vincent,4,2,2,0,2,1,1,0,2,1,1,0,4,2,2,0
Patriot,2020,322,Lafayette,3,2,1,0,2,2,0,0,1,0,1,0,3,2,1,0
Big South,2020,2405,Monmouth,3,3,0,0,2,2,0,0,2,1,1,0,4,3,1,0
MVFC,2020,2623,Missouri State,7,5,2,0,4,2,2,0,6,3,3,0,10,5,5,0
South Atlantic,2020,2336,Limestone,3,1,2,0,2,1,1,0,2,0,2,0,4,1,3,0
Lone Star,2020,2025,Angelo State,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,0
Big Ten,2020,194,Ohio State,6,6,0,0,3,3,0,0,2,2,0,0,8,7,1,0
North Coast,2020,2171,Denison University,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
NEC,2020,2771,Merrimack,3,0,3,0,1,0,1,0,2,0,2,0,3,0,3,0
SEC,2020,2579,South Carolina,10,2,8,0,5,1,4,0,5,1,4,0,10,2,8,0
OVC,2020,2197,Eastern Illinois,6,1,5,0,3,1,2,0,3,0,3,0,6,1,5,0
Big Sky,2020,2464,Northern Arizona,5,3,2,0,2,2,0,0,3,1,2,0,5,3,2,0
MVFC,2020,155,North Dakota,6,5,1,0,4,4,0,0,3,1,2,0,7,5,2,0
Great Lakes,2020,2911,William Jewell,3,0,3,0,2,0,2,0,1,0,1,0,3,0,3,0
Michigan,2020,354,Olivet College,4,1,3,0,3,1,2,0,1,0,1,0,4,1,3,0
Big Ten,2020,275,Wisconsin,6,3,3,0,3,2,1,0,3,1,2,0,7,4,3,0
MVFC,2020,233,South Dakota,4,1,3,0,1,0,1,0,3,1,2,0,4,1,3,0
NACC,2020,2524,Rockford,4,1,3,0,2,1,1,0,2,0,2,0,4,1,3,0
South Atlantic,2020,351,Wingate,3,1,2,0,2,1,1,0,2,1,1,0,4,2,2,0
American Southwest,2020,241,McMurry,4,1,3,0,2,1,1,0,2,0,2,0,5,2,3,0
Mountain East,2020,2148,Concord University,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Upper Midwest,2020,583,Northwestern (MN),1,1,0,0,1,1,0,0,1,0,1,0,2,1,1,0
Upper Midwest,2020,2257,Greenville,1,0,1,0,1,1,0,0,3,0,3,0,4,1,3,0
Southern Athletic,2020,2553,Sewanee,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
Gulf South,2020,2560,Shorter,0,0,0,0,2,1,1,0,2,1,1,0,4,2,2,0
Heartland,2020,2074,Bluffton,7,3,4,0,4,2,2,0,3,1,2,0,7,3,4,0
American Southwest,2020,2371,Mary Hardin-Baylor,4,4,0,0,2,2,0,0,3,3,0,0,5,5,0,0
Southland,2020,2447,Nicholls,6,3,3,0,4,3,1,0,3,1,2,0,7,4,3,0
Pac-12,2020,254,Utah,5,3,2,0,3,2,1,0,2,1,1,0,5,3,2,0
Northwest,2020,2508,Puget Sound,4,2,2,0,2,1,1,0,2,1,1,0,4,2,2,0
Pioneer,2020,2506,Presbyterian,6,4,2,0,3,2,1,0,4,2,2,0,7,4,3,0
Sun Belt,2020,309,Louisiana,8,7,1,0,4,3,1,0,6,6,0,0,11,10,1,0
Great Midwest Athletic,2020,2838,Tiffin,5,5,0,0,2,2,0,0,3,3,0,0,5,5,0,0
Big 12,2020,66,Iowa State,10,8,2,0,6,5,1,0,4,3,1,0,12,9,3,0
Big Ten,2020,84,Indiana,7,6,1,0,3,3,0,0,4,3,1,0,8,6,2,0
Mountain West,2020,2751,Wyoming,6,2,4,0,2,1,1,0,4,1,3,0,6,2,4,0
New Jersey,2020,2970,William Paterson,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
USA South,2020,2256,Greensboro College,2,0,2,0,1,0,1,0,2,1,1,0,3,1,2,0
FBS Independents,2020,2335,Liberty,0,0,0,0,6,6,0,0,4,3,1,0,11,10,1,0
Lone Star,2020,2395,Midwestern State,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
ACC,2020,221,Pittsburgh,10,5,5,0,6,4,2,0,5,2,3,0,11,6,5,0
American Southwest,2020,2194,East Texas Baptist University,4,3,1,0,3,2,1,0,1,1,0,0,5,3,2,0
MVFC,2020,2571,South Dakota State,7,6,1,0,5,5,0,0,4,3,1,0,10,8,2,0
Mid-American,2020,2006,Akron,6,1,5,0,3,1,2,0,3,0,3,0,6,1,5,0
Mountain West,2020,2439,UNLV,6,0,6,0,3,0,3,0,3,0,3,0,6,0,6,0
OVC,2020,93,Murray State,7,5,2,0,4,3,1,0,3,2,1,0,7,5,2,0
Mountain West,2020,62,Hawai'i,8,4,4,0,4,3,1,0,4,1,3,0,9,5,4,0
Mountain West,2020,21,San Diego State,6,4,2,0,4,3,1,0,4,1,3,0,8,4,4,0
Mid Atlantic,2020,388,Lebanon Valley,2,2,0,0,1,1,0,0,1,1,0,0,2,2,0,0
Big 12,2020,277,West Virginia,8,4,4,0,5,5,0,0,4,0,4,0,10,6,4,0
FCS Independents,2020,2627,Tarleton State,2,1,1,0,6,3,3,0,1,1,0,0,8,5,3,0
Southern Athletic,2020,2757,Berry College,4,4,0,0,1,1,0,0,2,2,0,0,4,4,0,0
Ohio,2020,191,Heidelberg,4,4,0,0,2,2,0,0,2,2,0,0,4,4,0,0
Midwest,2020,262,Lake Forest College,2,2,0,0,2,2,0,0,1,1,0,0,3,3,0,0
Big South,2020,2097,Campbell,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0
Great Lakes,2020,2816,McKendree,2,1,1,0,1,1,0,0,1,0,1,0,2,1,1,0
American Rivers,2020,2141,Coe College,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
American Athletic,2020,2116,UCF,8,5,3,0,4,2,2,0,5,4,1,0,10,6,4,0
Big South,2020,338,Kennesaw State,3,2,1,0,4,4,0,0,1,0,1,0,5,4,1,0
Patriot,2020,2230,Fordham,3,2,1,0,1,1,0,0,2,1,1,0,3,2,1,0
Old Dominion,2020,366,Ferrum,4,1,3,0,2,0,2,0,3,2,1,0,5,2,3,0
Big Sky,2020,13,Cal Poly,3,0,3,0,1,0,1,0,2,0,2,0,3,0,3,0
SEC,2020,57,Florida,11,8,3,0,5,4,1,0,4,3,1,0,12,8,4,0
Southern,2020,231,Furman,7,3,4,0,3,2,1,0,4,1,3,0,7,3,4,0
ACC,2020,153,North Carolina,10,7,3,0,6,5,1,0,5,3,2,0,12,8,4,0
NACC,2020,2741,Wisconsin-Lutheran,3,1,2,0,2,1,1,0,1,0,1,0,3,1,2,0
Pac-12,2020,24,Stanford,6,4,2,0,1,0,1,0,5,4,1,0,6,4,2,0
Sun Belt,2020,2653,Troy,7,3,4,0,5,2,3,0,6,3,3,0,11,5,6,0
Heartland,2020,2419,Mount St. Joseph,6,5,1,0,3,2,1,0,3,3,0,0,6,5,1,0
SEC,2020,238,Vanderbilt,9,0,9,0,5,0,5,0,4,0,4,0,9,0,9,0
USA South,2020,286,North Carolina Wesleyan,3,0,3,0,2,0,2,0,1,0,1,0,3,0,3,0
American Southwest,2020,2810,Hardin-Simmons,5,4,1,0,3,2,1,0,2,2,0,0,5,4,1,0
Big Ten,2020,127,Michigan State,7,2,5,0,4,1,3,0,3,1,2,0,7,2,5,0
NEC,2020,2341,Long Island University,4,2,2,0,2,2,0,0,2,0,2,0,4,2,2,0
Mid-American,2020,2050,Ball State,7,6,1,0,3,3,0,0,3,2,1,0,8,7,1,0
Great American,2020,2191,East Central (OK),0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Presidents',2020,146,Grove City College,4,2,2,0,2,1,1,0,2,1,1,0,4,2,2,0
Ohio,2020,426,University of Mount Union,3,3,0,0,2,2,0,0,1,1,0,0,3,3,0,0
South Atlantic,2020,2842,UVA Wise,3,1,2,0,1,0,1,0,2,1,1,0,3,1,2,0
Sun Belt,2020,290,Georgia Southern,8,4,4,0,7,6,1,0,5,1,4,0,13,8,5,0
Lone Star,2020,2704,West Texas A&M,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Big Ten,2020,164,Rutgers,9,3,6,0,5,0,5,0,4,3,1,0,9,3,6,0
American Athletic,2020,151,East Carolina,8,3,5,0,4,1,3,0,5,2,3,0,9,3,6,0
Great Midwest Athletic,2020,2316,Kentucky Wesleyan,5,1,4,0,2,0,2,0,3,1,2,0,5,1,4,0
Sun Belt,2020,6,South Alabama,8,3,5,0,6,2,4,0,5,2,3,0,11,4,7,0
USA South,2020,2373,Maryville College (TN),2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0
Mid-American,2020,2199,Eastern Michigan,6,2,4,0,3,1,2,0,3,1,2,0,6,2,4,0
Heartland,2020,190,Defiance College,7,2,5,0,3,2,1,0,4,0,4,0,7,2,5,0
American Rivers,2020,49,Dubuque,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Mid-American,2020,189,Bowling Green,5,0,5,0,2,0,2,0,3,0,3,0,5,0,5,0
CCIW,2020,75,North Park,3,0,3,0,1,0,1,0,2,0,2,0,3,0,3,0
Sun Belt,2020,2433,UL Monroe,7,0,7,0,5,0,5,0,5,0,5,0,10,0,10,0
Pioneer,2020,2166,Davidson,5,4,1,0,2,2,0,0,5,2,3,0,7,4,3,0
Southern,2020,2717,Western Carolina,6,1,5,0,2,1,1,0,7,0,7,0,9,1,8,0
Sun Belt,2020,324,Coastal Carolina,8,8,0,0,6,6,0,0,5,5,0,0,12,11,1,0
Mid-American,2020,2711,Western Michigan,6,4,2,0,3,2,1,0,3,2,1,0,6,4,2,0
Southern Athletic,2020,3,Birmingham-Southern,4,2,2,0,2,1,1,0,1,1,0,0,4,2,2,0
ACC,2020,59,Georgia Tech,9,3,6,0,6,2,4,0,4,1,3,0,10,3,7,0
Big Ten,2020,356,Illinois,8,2,6,0,3,0,3,0,5,2,3,0,8,2,6,0
Conference USA,2020,2636,UTSA,6,4,2,0,6,5,1,0,5,2,3,0,12,7,5,0
Upper Midwest,2020,2399,Minnesota Morris,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0
Pioneer,2020,301,San Diego,6,4,2,0,3,2,1,0,3,2,1,0,6,4,2,0
Conference USA,2020,276,Marshall,6,4,2,0,7,5,2,0,2,2,0,0,10,7,3,0
Big 12,2020,197,Oklahoma State,9,6,3,0,5,4,1,0,5,3,2,0,11,8,3,0
American Southwest,2020,2834,Sul Ross State,5,1,4,0,3,1,2,0,2,0,2,0,5,1,4,0
SWAC,2020,2504,Prairie View A&M,3,2,1,0,1,1,0,0,1,0,1,0,3,2,1,0
Great Midwest Athletic,2020,2224,Findlay,6,4,2,0,3,2,1,0,3,2,1,0,6,4,2,0
Southern,2020,2193,East Tennessee State,6,4,2,0,3,2,1,0,3,2,1,0,6,4,2,0
Big South,2020,2241,Gardner-Webb,2,0,2,0,3,2,1,0,1,0,1,0,4,2,2,0
Mountain East,2020,112335,Wheeling,4,2,2,0,1,0,1,0,3,2,1,0,4,2,2,0
Michigan,2020,126,Kalamazoo,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0
SEC,2020,96,Kentucky,10,4,6,0,5,3,2,0,5,1,4,0,11,5,6,0
Mountain West,2020,23,San José State,7,7,0,0,4,4,0,0,2,2,0,0,8,7,1,0
Empire 8,2020,365,Alfred University,2,1,1,0,1,1,0,0,1,0,1,0,2,1,1,0
CAA,2020,48,Delaware,4,4,0,0,3,3,0,0,5,4,1,0,8,7,1,0
Sun Belt,2020,2026,App State,8,6,2,0,6,5,1,0,5,3,2,0,12,9,3,0
North Coast,2020,2980,Ohio Wesleyan,3,1,2,0,2,0,2,0,1,1,0,0,3,1,2,0
Michigan,2020,2800,Alma,2,1,1,0,1,0,1,0,1,1,0,0,2,1,1,0
CAA,2020,227,Rhode Island,3,2,1,0,1,0,1,0,2,2,0,0,3,2,1,0
GLIAC,2020,110254,Davenport,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0
New Jersey,2020,2532,Salisbury,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0
New Jersey,2020,2818,Montclair State,2,2,0,0,2,1,1,0,1,1,0,0,3,2,1,0
Mountain East,2020,2707,West Virginia State,4,2,2,0,2,1,1,0,2,1,1,0,4,2,2,0
Great Midwest Athletic,2020,2682,Walsh,5,1,4,0,3,0,3,0,2,1,1,0,5,1,4,0
American Athletic,2020,2426,Navy,7,3,4,0,5,1,4,0,4,2,2,0,10,3,7,0
Southland,2020,2277,Houston Christian,0,0,0,0,0,0,0,0,4,1,3,0,4,1,3,0
NACC,2020,2044,Aurora,3,3,0,0,1,1,0,0,2,2,0,0,3,3,0,0
OVC,2020,2634,Tennessee State,7,2,5,0,4,2,2,0,3,0,3,0,7,2,5,0
Big Sky,2020,2502,Portland State,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
Ohio,2020,2733,Wilmington (OH),4,2,2,0,2,1,1,0,2,1,1,0,4,2,2,0
Southern,2020,2747,Wofford,5,1,4,0,3,1,2,0,2,0,2,0,5,1,4,0
MEAC,2020,2169,Delaware State,4,2,2,0,3,1,2,0,2,1,1,0,5,2,3,0
SIAC,2020,2206,Edward Waters,0,0,0,0,1,1,0,0,2,0,2,0,3,1,2,0
South Atlantic,2020,2107,Catawba,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0
Pac-12,2020,9,Arizona State,4,2,2,0,1,0,1,0,3,2,1,0,4,2,2,0
Big 12,2020,2628,TCU,9,5,4,0,6,3,3,0,4,3,1,0,10,6,4,0
SIAC,2020,2232,Fort Valley State,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0
Rocky Mountain,2020,2714,Western Colorado,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Mountain West,2020,167,New Mexico,7,2,5,0,4,2,2,0,3,0,3,0,7,2,5,0
CAA,2020,160,New Hampshire,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
CAA,2020,2729,William & Mary,3,1,2,0,2,1,1,0,1,0,1,0,3,1,2,0
Big Sky,2020,331,Eastern Washington,6,5,1,0,3,3,0,0,4,2,2,0,7,5,2,0
Empire 8,2020,390,Utica,2,1,1,0,1,1,0,0,1,0,1,0,2,1,1,0
Pac-12,2020,204,Oregon State,7,2,5,0,5,2,3,0,2,0,2,0,7,2,5,0
Ohio,2020,317,Marietta,4,2,2,0,2,2,0,0,2,0,2,0,4,2,2,0
Northwest,2020,2486,Pacific Lutheran,4,0,4,0,2,0,2,0,2,0,2,0,4,0,4,0
SWAC,2020,2400,Mississippi Valley State,4,1,3,0,2,1,1,0,2,0,2,0,4,1,3,0
Mid-American,2020,2117,Central Michigan,6,3,3,0,3,1,2,0,3,2,1,0,6,3,3,0
MVFC,2020,2460,Northern Iowa,7,3,4,0,4,1,3,0,3,2,1,0,7,3,4,0
Southern,2020,2382,Mercer,8,5,3,0,5,4,1,0,6,1,5,0,11,5,6,0
Big South,2020,2453,North Alabama,0,0,0,0,1,0,1,0,3,0,3,0,4,0,4,0
Heartland,2020,2023,Anderson (IN),5,1,4,0,2,1,1,0,3,0,3,0,5,1,4,0
ACC,2020,258,Virginia,9,4,5,0,6,5,1,0,4,0,4,0,10,5,5,0
Mountain East,2020,2128,University Of Charleston (WV),3,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0
SEC,2020,2633,Tennessee,10,3,7,0,5,1,4,0,5,2,3,0,10,3,7,0
Southern,2020,2678,VMI,7,6,1,0,4,3,1,0,4,3,1,0,8,6,2,0
Upper Midwest,2020,433,Westminster College (MO),1,1,0,0,2,1,1,0,0,0,0,0,3,2,1,0
Sun Belt,2020,2032,Arkansas State,8,2,6,0,5,3,2,0,6,1,5,0,11,4,7,0
OVC,2020,2046,Austin Peay,6,4,2,0,3,2,1,0,5,2,3,0,9,4,5,0
Big Sky,2020,302,UC Davis,5,3,2,0,3,2,1,0,2,1,1,0,5,3,2,0
Southland,2020,2916,Incarnate Word,6,3,3,0,3,1,2,0,3,2,1,0,6,3,3,0
USA South,2020,2938,Huntingdon College (AL),3,2,1,0,2,2,0,0,1,0,1,0,3,2,1,0
Old Dominion,2020,2258,Guilford College,4,0,4,0,2,0,2,0,2,0,2,0,4,0,4,0
Great Lakes,2020,2292,Indianapolis,2,2,0,0,1,1,0,0,1,1,0,0,2,2,0,0
OVC,2020,2546,Southeast Missouri State,7,4,3,0,3,1,2,0,5,3,2,0,8,4,4,0
Mountain West,2020,68,Boise State,6,5,1,0,3,2,1,0,3,3,0,0,7,5,2,0
Ohio,2020,359,Otterbein,4,1,3,0,2,0,2,0,2,1,1,0,4,1,3,0
Pennsylvania State Athletic,2020,2385,Mercyhurst,2,0,2,0,0,0,0,0,2,0,2,0,2,0,2,0
Southern Athletic,2020,386,Trinity University TX,3,2,1,0,2,1,1,0,1,1,0,0,4,3,1,0
Great Lakes,2020,2402,Missouri S&T,3,2,1,0,2,1,1,0,1,1,0,0,3,2,1,0
OVC,2020,2630,UT Martin,7,3,4,0,4,2,2,0,3,1,2,0,7,3,4,0
American Rivers,2020,67,Luther,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
Heartland,2020,2233,Franklin,7,4,3,0,4,2,2,0,3,2,1,0,7,4,3,0
Presidents',2020,2686,Washington & Jefferson,4,3,1,0,1,1,0,0,3,2,1,0,4,3,1,0
Big Sky,2020,2692,Weber State,5,5,0,0,4,3,1,0,2,2,0,0,6,5,1,0
Southern,2020,2535,Samford,7,4,3,0,4,3,1,0,3,1,2,0,7,4,3,0
Presidents',2020,2849,Westminster (PA),5,5,0,0,3,3,0,0,2,2,0,0,5,5,0,0
American Rivers,2020,6845,Nebraska Wesleyan,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mid Atlantic,2020,111674,Reading,3,0,3,0,1,0,1,0,2,0,2,0,3,0,3,0
Pac-12,2020,264,Washington,4,3,1,0,4,3,1,0,0,0,0,0,4,3,1,0
MVFC,2020,2287,Illinois State,4,1,3,0,2,1,1,0,2,0,2,0,4,1,3,0
Mountain West,2020,2440,Nevada,8,6,2,0,4,4,0,0,4,2,2,0,9,7,2,0
Southland,2020,2545,SE Louisiana,6,4,2,0,3,3,0,0,4,1,3,0,7,4,3,0
Mountain East,2020,2699,West Liberty,4,2,2,0,1,0,1,0,3,2,1,0,4,2,2,0
Pennsylvania State Athletic,2020,2974,Shepherd,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
Mid America,2020,196,Northeastern State,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
American Southwest,2020,2758,Howard Payne,5,2,3,0,3,1,2,0,2,1,1,0,5,2,3,0
American Rivers,2020,2564,Simpson College (IA),1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
CCIW,2020,2042,Augustana (IL),3,1,2,0,2,0,2,0,1,1,0,0,3,1,2,0
SEC,2020,99,LSU,10,5,5,0,5,2,3,0,5,3,2,0,10,5,5,0
ACC,2020,152,NC State,10,7,3,0,6,5,1,0,5,3,2,0,12,8,4,0
Northwest,2020,2721,Whitworth,4,4,0,0,2,2,0,0,2,2,0,0,4,4,0,0
Old Dominion,2020,297,Hampden-Sydney,4,3,1,0,3,2,1,0,2,2,0,0,5,4,1,0
South Atlantic,2020,2369,Mars Hill,3,1,2,0,2,0,2,0,1,1,0,0,3,1,2,0
Presidents',2020,2845,Waynesburg,5,0,5,0,3,0,3,0,2,0,2,0,5,0,5,0
Ohio,2020,2302,John Carroll University,3,2,1,0,2,2,0,0,1,0,1,0,3,2,1,0
Conference USA,2020,249,North Texas,7,3,4,0,6,2,4,0,3,2,1,0,10,4,6,0
NEC,2020,2529,Sacred Heart,3,2,1,0,2,2,0,0,2,0,2,0,4,2,2,0
OVC,2020,2635,Tennessee Tech,7,2,5,0,3,2,1,0,4,0,4,0,7,2,5,0
Southland,2020,2466,Northwestern State,6,1,5,0,3,0,3,0,3,1,2,0,6,1,5,0
Conference USA,2020,2429,Charlotte,4,2,2,0,2,1,1,0,4,1,3,0,6,2,4,0
Pac-12,2020,12,Arizona,5,0,5,0,3,0,3,0,2,0,2,0,5,0,5,0
Ohio,2020,332,Muskingum University,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0
Conference USA,2020,242,Rice,5,2,3,0,2,0,2,0,3,2,1,0,5,2,3,0
USA South,2020,2913,Brevard College,5,4,1,0,2,2,0,0,3,2,1,0,5,4,1,0
SEC,2020,8,Arkansas,10,3,7,0,5,2,3,0,5,1,4,0,10,3,7,0
NACC,2020,409,Concordia-Wisconsin,4,2,2,0,3,3,0,0,2,0,2,0,5,3,2,0
CAA,2020,256,James Madison,3,3,0,0,5,5,0,0,3,2,1,0,8,7,1,0
Mid Atlantic,2020,2969,Misericordia,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
